"","Incident.Number","Call.Date.Time","Location","Incident.Type","Other","Individual","Dispositions","Race","Gender","AgeRange","Reason","Enforcement","CarSearch","lat","long","Arrest","Emergency.Psych.Eval","Hour","Day"
"1431","2015-00013868",2015-03-08 13:14:00,"SHATT/KITT","1194",NA,1,"WM4RCN","White","M","4","Reasonable Suscipcion","Citation","No Search",37.8715926,-122.272747,"Not Arrested","No",13,"1"
"1432","2015-00013869",2015-03-08 13:18:00,"UNIVERSITY AVE / BONAR ST","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8697553,-122.2875161,"Not Arrested","No",13,"1"
"1433","2015-00013892",2015-03-08 15:41:00,"2000 BLOCK SHATTUCK AVE","1194","M",1,"WM4RCS","White","M","4","Reasonable Suscipcion","Citation","Search",37.871887,-122.268675,"Not Arrested","No",15,"1"
"1434","2015-00013924",2015-03-08 18:50:00,"SHATTUCK AVE / CENTER ST","T",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",18,"1"
"1435","2015-00013925",2015-03-08 18:59:00,"SHATTUCK AVE / DURANT AVE","1194",NA,1,"BM3RCN","Black","M","3","Reasonable Suscipcion","Citation","No Search",37.8666989,-122.2676075,"Not Arrested","No",18,"1"
"1436","2015-00013927",2015-03-08 19:25:00,"TELEGRAPH AVE / PARKER ST","T",NA,1,"BM4TCN","Black","M","4","Traffic","Citation","No Search",37.8632607,-122.258654,"Not Arrested","No",19,"1"
"1437","2015-00013928",2015-03-08 19:26:00,"CEDAR ST / GRANT ST","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8775414,-122.2759347,"Not Arrested","No",19,"1"
"1438","2015-00013940",2015-03-08 20:22:00,"SAN PABLO AVE / DELAWARE ST","T",NA,1,"AM2TWN","Asian","M","2","Traffic","Warning","No Search",37.8716935,-122.2929202,"Not Arrested","No",20,"1"
"1439","2015-00013945",2015-03-08 20:45:00,"SEVENTH ST / UNIVERSITY AVE","T",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.868252,-122.2966456,"Not Arrested","No",20,"1"
"1440","2015-00013948",2015-03-08 21:01:00,"6/BAN","T",NA,1,"WF4TWN","White","F","4","Traffic","Warning","No Search",37.8715926,-122.272747,"Not Arrested","No",21,"1"
"1441","2015-00013949",2015-03-08 21:01:00,"STUART ST / ADELINE ST","T","TOW",1,"BF4TCN","Black","F","4","Traffic","Citation","No Search",37.8584514,-122.2675355,"Not Arrested","No",21,"1"
"1442","2015-00013952",2015-03-08 21:11:00,"TELEGRAPH AVE / STUART ST","T",NA,1,"AF4TWN","Asian","F","4","Traffic","Warning","No Search",37.8595432,-122.2592466,"Not Arrested","No",21,"1"
"1443","2015-00013955",2015-03-08 21:22:00,"ADELINE ST / RUSSELL ST","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.856268,-122.2687132,"Not Arrested","No",21,"1"
"1444","2015-00013957",2015-03-08 21:26:00,"FAIRVIEW ST / ADELINE ST","1194",NA,1,"WM2TWS","White","M","2","Traffic","Warning","Search",37.8506846,-122.2706115,"Not Arrested","No",21,"1"
"1445","2015-00013958",2015-03-08 21:28:00,"DURANT AVE / FULTON ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8669493,-122.2657063,"Not Arrested","No",21,"1"
"1446","2015-00013964",2015-03-08 21:44:00,"SAN PABLO AVE / DELAWARE ST","T",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8716935,-122.2929202,"Not Arrested","No",21,"1"
"1447","2015-00013969",2015-03-08 22:10:00,"SHATTUCK AVE / CHANNING WAY","T",NA,1,"BF3TWN","Black","F","3","Traffic","Warning","No Search",37.8658022,-122.2675057,"Not Arrested","No",22,"1"
"1448","2015-00013971",2015-03-08 22:17:00,"BANCROFT WAY / SHATTUCK AVE","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8675985,-122.2676968,"Not Arrested","No",22,"1"
"1449","2015-00014014",2015-03-09 07:57:00,"M L KING JR WAY / PRINCE ST","T",NA,1,"AF2TCN","Asian","F","2","Traffic","Citation","No Search",37.8524898,-122.2709328,"Not Arrested","No",7,"2"
"1450","2015-00014017",2015-03-09 08:11:00,"M L KING JR WAY / WOOLSEY ST","T",NA,1,"HM2TCN","Hispanic","M","2","Traffic","Citation","No Search",37.8515835,-122.2708285,"Not Arrested","No",8,"2"
"1451","2015-00014018",2015-03-09 08:25:00,"3100 BLOCK ADELINE ST","T",NA,1,"AF3TCN","Asian","F","3","Traffic","Citation","No Search",37.8528829,-122.2699776,"Not Arrested","No",8,"2"
"1452","2015-00014022",2015-03-09 08:40:00,"WOOLSEY ST / M L KING JR WAY","T",NA,1,"BM3TCN","Black","M","3","Traffic","Citation","No Search",37.8515835,-122.2708285,"Not Arrested","No",8,"2"
"1453","2015-00014024",2015-03-09 09:10:00,"UNIVERSITY AVE / SEVENTH ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.868252,-122.2966456,"Not Arrested","No",9,"2"
"1454","2015-00014025",2015-03-09 09:23:00,"37.857109032~-122.301102432","T",NA,1,"WF2TCN","White","F","2","Traffic","Citation","No Search",37.857109032,-122.301102432,"Not Arrested","No",9,"2"
"1455","2015-00014086",2015-03-09 16:06:00,"ALLSTON WAY / SHATTUCK AVE","T",NA,1,"WF4TWN","White","F","4","Traffic","Warning","No Search",37.8693997,-122.2678732,"Not Arrested","No",16,"2"
"1456","2015-00014098",2015-03-09 16:53:00,"37.8609962420001~-122.256143699","1194",NA,1,"BM3RCN","Black","M","3","Reasonable Suscipcion","Citation","No Search",37.8609962420001,-122.256143699,"Not Arrested","No",16,"2"
"1457","2015-00014102",2015-03-09 17:03:00,"SHATTUCK AVE / KITTREDGE ST","1194",NA,1,"BF3RWN","Black","F","3","Reasonable Suscipcion","Warning","No Search",37.8684974,-122.2677981,"Not Arrested","No",17,"2"
"1458","2015-00014102",2015-03-09 17:03:00,"SHATTUCK AVE / KITTREDGE ST","1194",NA,2,"BM3RWN","Black","M","3","Reasonable Suscipcion","Warning","No Search",37.8684974,-122.2677981,"Not Arrested","No",17,"2"
"1459","2015-00014111",2015-03-09 18:06:00,"M L KING JR WAY / PARKER ST","T",NA,1,"WF3TCN","White","F","3","Traffic","Citation","No Search",37.8615405,-122.2718902,"Not Arrested","No",18,"2"
"1460","2015-00014116",2015-03-09 18:31:00,"2500 BLOCK DURANT AVE","T",NA,1,"OF2TWN","Other","F","2","Traffic","Warning","No Search",37.867621,-122.258655,"Not Arrested","No",18,"2"
"1461","2015-00014153",2015-03-09 21:47:00,"2500 BLOCK TELEGRAPH AVE","1194",NA,1,"WM3IWN","White","M","3","Investigation","Warning","No Search",37.8649541,-122.2589126,"Not Arrested","No",21,"2"
"1462","2015-00014155",2015-03-09 21:51:00,"2500 BLOCK TELEGRAPH AVE","1194",NA,1,"WM4IWN","White","M","4","Investigation","Warning","No Search",37.8649541,-122.2589126,"Not Arrested","No",21,"2"
"1463","2015-00014159",2015-03-09 22:00:00,"MILVIA ST / KITTREDGE ST","1194",NA,1,"WF3ION","White","F","3","Investigation","Other","No Search",37.8681606,-122.270354,"Not Arrested","No",22,"2"
"1464","2015-00014165",2015-03-09 22:49:00,"1600 BLOCK ALCATRAZ AVE","T","FC",1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8481495,-122.2757889,"Not Arrested","No",22,"2"
"1465","2015-00014168",2015-03-09 23:10:00,"HASTE ST / ELLSWORTH ST","T",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8654442,-122.2631606,"Not Arrested","No",23,"2"
"1466","2015-00014174",2015-03-10 01:01:00,"ACTON ST / UNIVERSITY AVE","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8700631,-122.2842597,"Not Arrested","No",1,"3"
"1467","2015-00014175",2015-03-10 01:28:00,"BANCROFT WAY / SAN PABLO AVE","T","TOW",1,"BM4TCS","Black","M","4","Traffic","Citation","Search",37.8646125,-122.2907521,"Not Arrested","No",1,"3"
"1468","2015-00014179",2015-03-10 03:09:00,"BOWDITCH ST / DWIGHT WAY","1194",NA,1,"OM2IWN","Other","M","2","Investigation","Warning","No Search",37.8654206,-122.2561427,"Not Arrested","No",3,"3"
"1469","2015-00014183",2015-03-10 04:14:00,"SAN PABLO AVE / OREGON ST","1194B",NA,1,"BM4TWN","Black","M","4","Traffic","Warning","No Search",37.8549017,-122.2876222,"Not Arrested","No",4,"3"
"1470","2015-00014200",2015-03-10 08:56:00,"CLAREMONT BLVD / DERBY ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8624992,-122.2470574,"Not Arrested","No",8,"3"
"1471","2015-00014205",2015-03-10 09:11:00,"BELROSE AVE / DERBY ST","T",NA,1,"WF2TCN","White","F","2","Traffic","Citation","No Search",37.8625598,-122.2459609,"Not Arrested","No",9,"3"
"1472","2015-00014209",2015-03-10 09:30:00,"ALLSTON WAY / SHATTUCK AVE","T",NA,1,"AF3TCN","Asian","F","3","Traffic","Citation","No Search",37.8693997,-122.2678732,"Not Arrested","No",9,"3"
"1473","2015-00014210",2015-03-10 09:31:00,"PIEDMONT AVE / DERBY ST","T",NA,1,"WF3TCN","White","F","3","Traffic","Citation","No Search",37.8622445,-122.2512193,"Not Arrested","No",9,"3"
"1474","2015-00014213",2015-03-10 09:47:00,"UNIVERSITY AVE / ACTON ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8700631,-122.2842597,"Not Arrested","No",9,"3"
"1475","2015-00014214",2015-03-10 09:47:00,"PIEDMONT AVE / DERBY ST","T",NA,1,"OF2TCN","Other","F","2","Traffic","Citation","No Search",37.8622445,-122.2512193,"Not Arrested","No",9,"3"
"1476","2015-00014220",2015-03-10 10:05:00,"SIXTH ST / UNIVERSITY AVE","T",NA,1,"OM3TCN","Other","M","3","Traffic","Citation","No Search",37.868032,-122.2977077,"Not Arrested","No",10,"3"
"1477","2015-00014221",2015-03-10 10:06:00,"BELROSE AVE / DERBY ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8625598,-122.2459609,"Not Arrested","No",10,"3"
"1478","2015-00014223",2015-03-10 10:23:00,"SIXTH ST / ADDISON ST","T",NA,1,"HM2TWN","Hispanic","M","2","Traffic","Warning","No Search",37.8667178,-122.2972542,"Not Arrested","No",10,"3"
"1479","2015-00014225",2015-03-10 10:41:00,"CLAREMONT BLVD / DERBY ST","T",NA,1,"HM4TCN","Hispanic","M","4","Traffic","Citation","No Search",37.8624992,-122.2470574,"Not Arrested","No",10,"3"
"1480","2015-00014247",2015-03-10 12:21:00,"HAROLD WAY / ALLSTON WAY","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8692063,-122.2692936,"Not Arrested","No",12,"3"
"1481","2015-00014289",2015-03-10 15:37:00,"37.8693028530001~-122.272234021","1194",NA,1,"WM4RCN","White","M","4","Reasonable Suscipcion","Citation","No Search",37.8693028530001,-122.272234021,"Not Arrested","No",15,"3"
"1482","2015-00014317",2015-03-10 18:00:00,"2500 BLOCK TELEGRAPH AVE","1194",NA,1,"WM4RCN","White","M","4","Reasonable Suscipcion","Citation","No Search",37.8649541,-122.2589126,"Not Arrested","No",18,"3"
"1483","2015-00014330",2015-03-10 19:01:00,"HOPKINS ST / NAPA AVE","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8877558,-122.2730877,"Not Arrested","No",19,"3"
"1484","2015-00014356",2015-03-10 23:02:00,"SAN PABLO AVE / ALLSTON WAY","T",NA,1,"BF4TCN","Black","F","4","Traffic","Citation","No Search",37.8663933,-122.2911943,"Not Arrested","No",23,"3"
"1485","2015-00014363",2015-03-10 23:48:00,"SAN PABLO AVE / BLAKE ST","1194","FC",1,"BF2IWN","Black","F","2","Investigation","Warning","No Search",37.8602351,-122.2893435,"Not Arrested","No",23,"3"
"1486","2015-00014367",2015-03-11 00:11:00,"HERZOG ST / SIXTY-SIXTH ST","T",NA,1,"HF2TWN","Hispanic","F","2","Traffic","Warning","No Search",37.8714651,-122.2987757,"Not Arrested","No",0,"4"
"1487","2015-00014368",2015-03-11 00:16:00,"SACRAMENTO ST / OREGON ST","T",NA,1,"HM4ION","Hispanic","M","4","Investigation","Other","No Search",37.8560377,-122.2795493,"Not Arrested","No",0,"4"
"1488","2015-00014369",2015-03-11 00:16:00,"WARD ST / M L KING JR WAY","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8588669,-122.2715948,"Not Arrested","No",0,"4"
"1489","2015-00014370",2015-03-11 00:25:00,"SAN PABLO AVE / OREGON ST","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8549017,-122.2876222,"Not Arrested","No",0,"4"
"1490","2015-00014371",2015-03-11 00:27:00,"ASHBY AVE / CALIFORNIA ST","T",NA,1,"BM2TCS","Black","M","2","Traffic","Citation","Search",37.8535627,-122.276915,"Not Arrested","No",0,"4"
"1491","2015-00014372",2015-03-11 00:28:00,"GRANT ST / RUSSELL ST","1196",NA,1,"OM1IWS","Other","M","1","Investigation","Warning","Search",37.855922,-122.2727862,"Not Arrested","No",0,"4"
"1492","2015-00014372",2015-03-11 00:28:00,"GRANT ST / RUSSELL ST","1196",NA,2,"WM1IWS","White","M","1","Investigation","Warning","Search",37.855922,-122.2727862,"Not Arrested","No",0,"4"
"1493","2015-00014379",2015-03-11 02:06:00,"THOUSAND OAKS BLVD / THE ALAMEDA","1194",NA,1,"WM3ION","White","M","3","Investigation","Other","No Search",37.8973467,-122.2814876,"Not Arrested","No",2,"4"
"1494","2015-00014385",2015-03-11 05:25:00,"HAROLD WAY / ALLSTON WAY","1194",NA,1,"WM4IWN","White","M","4","Investigation","Warning","No Search",37.8692063,-122.2692936,"Not Arrested","No",5,"4"
"1495","2015-00014385",2015-03-11 05:25:00,"HAROLD WAY / ALLSTON WAY","1194",NA,2,"WM3IWN","White","M","3","Investigation","Warning","No Search",37.8692063,-122.2692936,"Not Arrested","No",5,"4"
"1496","2015-00014387",2015-03-11 05:32:00,"2000 BLOCK ALLSTON WAY","1194",NA,1,"WF4IWN","White","F","4","Investigation","Warning","No Search",37.8686823,-122.2700197,"Not Arrested","No",5,"4"
"1497","2015-00014387",2015-03-11 05:32:00,"2000 BLOCK ALLSTON WAY","1194",NA,2,"WM3IWN","White","M","3","Investigation","Warning","No Search",37.8686823,-122.2700197,"Not Arrested","No",5,"4"
"1498","2015-00014390",2015-03-11 06:37:00,"1800 BLOCK UNIVERSITY","1194",NA,1,"BM2RCN","Black","M","2","Reasonable Suscipcion","Citation","No Search",37.8709956,-122.274835,"Not Arrested","No",6,"4"
"1499","2015-00014391",2015-03-11 06:48:00,"WARRING ST / DERBY ST","T",NA,1,"WF4TWN","White","F","4","Traffic","Warning","No Search",37.8623176,-122.2501125,"Not Arrested","No",6,"4"
"1500","2015-00014393",2015-03-11 06:57:00,"1600 BLOCK UNIVERSITY","1194",NA,1,"WM2RCN","White","M","2","Reasonable Suscipcion","Citation","No Search",37.8704432,-122.2795459,"Not Arrested","No",6,"4"
"1501","2015-00014398",2015-03-11 07:39:00,"HARRISON ST / EIGHTH ST","1194",NA,1,"WF4RCN","White","F","4","Reasonable Suscipcion","Citation","No Search",37.881601,-122.2997479,"Not Arrested","No",7,"4"
"1502","2015-00014401",2015-03-11 07:51:00,"CHANNING WAY / MILVIA ST","1194B",NA,1,"WF4TWN","White","F","4","Traffic","Warning","No Search",37.8654556,-122.270051,"Not Arrested","No",7,"4"
"1503","2015-00014403",2015-03-11 07:59:00,"ASHBY AVE / SAN PABLO AVE","1194",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.852157,-122.2866063,"Not Arrested","No",7,"4"
"1504","2015-00014409",2015-03-11 08:52:00,"1200 BLOCK SAN PABLO AVE","1194",NA,1,"WM4RCN","White","M","4","Reasonable Suscipcion","Citation","No Search",37.8819443,-122.2967184,"Not Arrested","No",8,"4"
"1505","2015-00014429",2015-03-11 10:48:00,"DWIGHT WAY / ELLSWORTH ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8645391,-122.2629878,"Not Arrested","No",10,"4"
"1506","2015-00014430",2015-03-11 11:04:00,"FULTON ST / CHANNING WAY","T",NA,1,"AM1TON","Asian","M","1","Traffic","Other","No Search",37.8660389,-122.2656468,"Not Arrested","No",11,"4"
"1507","2015-00014435",2015-03-11 11:23:00,"FULTON ST / DWIGHT WAY","T",NA,1,"WF3TCN","White","F","3","Traffic","Citation","No Search",37.8642505,-122.2652527,"Not Arrested","No",11,"4"
"1508","2015-00014437",2015-03-11 11:38:00,"37.8693028530001~-122.272234021","1194",NA,1,"WM2RAS","White","M","2","Reasonable Suscipcion","Arrest","Search",37.8693028530001,-122.272234021,"Arrested","No",11,"4"
"1509","2015-00014498",2015-03-11 17:29:00,"1300 BLOCK CARRISON ST","1196",NA,1,"BM3TWS","Black","M","3","Traffic","Warning","Search",37.8519268,-122.283452,"Not Arrested","No",17,"4"
"1510","2015-00014513",2015-03-11 18:36:00,"2300 BLOCK SHATTUCK AVE","1194",NA,1,"WM2RWN","White","M","2","Reasonable Suscipcion","Warning","No Search",37.8673194,-122.2681142,"Not Arrested","No",18,"4"
"1511","2015-00014515",2015-03-11 19:02:00,"1500 BLOCK SHATTUCK AVE","1194",NA,1,"BM4IWN","Black","M","4","Investigation","Warning","No Search",37.8802237,-122.2693772,"Not Arrested","No",19,"4"
"1512","2015-00014515",2015-03-11 19:02:00,"1500 BLOCK SHATTUCK AVE","1194",NA,2,"BM2IWN","Black","M","2","Investigation","Warning","No Search",37.8802237,-122.2693772,"Not Arrested","No",19,"4"
"1513","2015-00014520",2015-03-11 19:18:00,"DWIGHT WAY / BOWDITCH ST","T",NA,1,"WM2TCS","White","M","2","Traffic","Citation","Search",37.8654206,-122.2561427,"Not Arrested","No",19,"4"
"1514","2015-00014549",2015-03-11 22:06:00,"BOWDITCH ST / DWIGHT WAY","1194",NA,1,"WM3IWN","White","M","3","Investigation","Warning","No Search",37.8654206,-122.2561427,"Not Arrested","No",22,"4"
"1515","2015-00014553",2015-03-11 22:15:00,"SHATTUCK AVE / CHANNING WAY","T",NA,1,"WF3TWN","White","F","3","Traffic","Warning","No Search",37.8658022,-122.2675057,"Not Arrested","No",22,"4"
"1516","2015-00014556",2015-03-11 22:51:00,"ALLSTON WAY / SIXTH ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8652699,-122.2967892,"Not Arrested","No",22,"4"
"1517","2015-00014568",2015-03-12 01:45:00,"HASTE ST / BOWDITCH ST","1194",NA,1,"WM3IWN","White","M","3","Investigation","Warning","No Search",37.8663193,-122.2563434,"Not Arrested","No",1,"5"
"1518","2015-00014569",2015-03-12 01:49:00,"UNIVERSITY AVE / JEFFERSON AVE","T",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8707906,-122.2785481,"Not Arrested","No",1,"5"
"1519","2015-00014570",2015-03-12 01:59:00,"COLLEGE AVE / ASHBY AVE","T",NA,1,"WM2TWN","White","M","2","Traffic","Warning","No Search",37.8570436,-122.2530418,"Not Arrested","No",1,"5"
"1520","2015-00014609",2015-03-12 08:56:00,"SEVENTH ST / HARRISON ST","1194",NA,1,"WF4RCN","White","F","4","Reasonable Suscipcion","Citation","No Search",37.8813726,-122.3008579,"Not Arrested","No",8,"5"
"1521","2015-00014614",2015-03-12 09:11:00,"MILVIA ST / ALLSTON WAY","1194",NA,1,"WM4ICN","White","M","4","Investigation","Citation","No Search",37.8690594,-122.2704546,"Not Arrested","No",9,"5"
"1522","2015-00014620",2015-03-12 09:49:00,"2000 BLOCK SAN PABLO AVE","1194",NA,1,"BM4RCN","Black","M","4","Reasonable Suscipcion","Citation","No Search",37.8688406,-122.2923963,"Not Arrested","No",9,"5"
"1523","2015-00014625",2015-03-12 10:14:00,"BELROSE AVE / GARBER ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.860993,-122.245777,"Not Arrested","No",10,"5"
"1524","2015-00014626",2015-03-12 10:16:00,"SAN PABLO AVE / ASHBY AVE","1194",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.852157,-122.2866063,"Not Arrested","No",10,"5"
"1525","2015-00014640",2015-03-12 11:20:00,"DERBY ST / BELROSE AVE","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8625598,-122.2459609,"Not Arrested","No",11,"5"
"1526","2015-00014647",2015-03-12 11:50:00,"BELROSE AVE / DERBY ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8625598,-122.2459609,"Not Arrested","No",11,"5"
"1527","2015-00014651",2015-03-12 12:05:00,"DERBY ST / CLAREMONT BLVD","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8624992,-122.2470574,"Not Arrested","No",12,"5"
"1528","2015-00014653",2015-03-12 12:21:00,"COLLEGE AVE / WEBSTER ST","T",NA,1,"WF2ICN","White","F","2","Investigation","Citation","No Search",37.8560824,-122.2529502,"Not Arrested","No",12,"5"
"1529","2015-00014659",2015-03-12 12:44:00,"TELEGRAPH AVE / HASTE ST","T",NA,1,"WF3TCN","White","F","3","Traffic","Citation","No Search",37.8660242,-122.2586271,"Not Arrested","No",12,"5"
"1530","2015-00014661",2015-03-12 12:48:00,"1500 BLOCK LA LOMA AVE","T",NA,1,"AM2TCN","Asian","M","2","Traffic","Citation","No Search",37.881864,-122.2580825,"Not Arrested","No",12,"5"
"1531","2015-00014663",2015-03-12 12:56:00,"FULTON ST / CHANNING WAY","1194B",NA,1,"AM2TCN","Asian","M","2","Traffic","Citation","No Search",37.8660389,-122.2656468,"Not Arrested","No",12,"5"
"1532","2015-00014665",2015-03-12 12:58:00,"WARRING ST / DWIGHT WAY","T",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.865934,-122.250464,"Not Arrested","No",12,"5"
"1533","2015-00014666",2015-03-12 13:04:00,"CHANNING WAY / ELLSWORTH ST","T",NA,1,"OM2TCN","Other","M","2","Traffic","Citation","No Search",37.8663329,-122.263353,"Not Arrested","No",13,"5"
"1534","2015-00014698",2015-03-12 16:40:00,"BANCROFT WAY / TELEGRAPH AVE","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8687287,-122.2591604,"Not Arrested","No",16,"5"
"1535","2015-00014702",2015-03-12 17:06:00,"BOWDITCH ST / DURANT AVE","T",NA,1,"OM2TCN","Other","M","2","Traffic","Citation","No Search",37.8681063,-122.2567029,"Not Arrested","No",17,"5"
"1536","2015-00014710",2015-03-12 17:26:00,"EIGHTH ST / UNIVERSITY AVE","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8684859,-122.2955316,"Not Arrested","No",17,"5"
"1537","2015-00014740",2015-03-12 20:00:00,"1700 BLOCK SHATTUCK AVE","1194",NA,1,"WM4IWN","White","M","4","Investigation","Warning","No Search",37.8763967,-122.2692408,"Not Arrested","No",20,"5"
