Incident Number,Call Date/Time,Location,Incident Type,Dispositions
2015-00018738,03/31/2015 08:49:00 PM,SACRAMENTO ST / SIXTY-SEVENTH ST,T,"BM4TAS, P"
2015-00018752,03/31/2015 09:53:00 PM,THOUSAND OAKS BLVD / PERALTA AVE,1196,AR
2015-00018765,03/31/2015 11:08:00 PM,CENTER ST / SHATTUCK AVE,T,OF2TWN
2015-00018767,03/31/2015 11:20:00 PM,CARLETON ST / ELLSWORTH ST,T,HM2TWN
2015-00018771,04/01/2015 12:19:00 AM,SHATTUCK AVE / ALLSTON WAY,1194,AR
2015-00018775,04/01/2015 12:32:00 AM,2500 BLOCK TELEGRAPH AVE,1194,OM3IWN
2015-00018782,04/01/2015 03:17:00 AM,HOPKINS ST / KAINS AVE,1196,HM2TWN
2015-00018794,04/01/2015 07:22:00 AM,AS/TE,T,WF4TCN
2015-00018796,04/01/2015 07:38:00 AM,COL/DW,T,WF4TCN
2015-00018797,04/01/2015 07:45:00 AM,AS/MLK,T,WF4TCN
2015-00018798,04/01/2015 07:48:00 AM,CO/AS,T,WF4TCN
2015-00018800,04/01/2015 08:15:00 AM,SP/UNI 4XUW612,T,AF3TCN
2015-00018803,04/01/2015 08:25:00 AM,SAC/DEL,T,WM4TCN
2015-00018806,04/01/2015 08:38:00 AM,ASHBY AVE / SEVENTH ST,T,BF3TCN
2015-00018807,04/01/2015 08:40:00 AM,UNIVERSITY AVE / SEVENTH ST,T,BF4TCN
2015-00018808,04/01/2015 08:53:00 AM,HOLLIS ST / SIXTY-SEVENTH ST,T,HM4TCN
2015-00018809,04/01/2015 09:00:00 AM,ASHBY AVE / COLLEGE AVE,T,WM4TCN
2015-00018810,04/01/2015 09:05:00 AM,ALL/HA,T,WM3TCN
2015-00018814,04/01/2015 09:15:00 AM,SHATTUCK AVE / DURANT AVE,T,OF3TCS
2015-00018819,04/01/2015 09:40:00 AM,SEVENTH ST / FOLGER AVE,T,OM4TCN
2015-00018820,04/01/2015 09:41:00 AM,BELROSE AVE / DERBY ST,T,AM4TCN
2015-00018822,04/01/2015 10:03:00 AM,BEL/DER,T,AF4TCN
2015-00018823,04/01/2015 10:04:00 AM,POINT EMERY,T,OM2TCN
2015-00018826,04/01/2015 10:15:00 AM,RUSSELL ST / COLLEGE AVE,1194,WM3TWN
2015-00018829,04/01/2015 10:44:00 AM,BANCROFT WAY / BARROWS LN,1194,AM2TCN
2015-00018830,04/01/2015 10:45:00 AM,UNIVERSITY AVE / BONITA AVE,1194B,WM2TWN
2015-00018831,04/01/2015 10:57:00 AM,BOWDITCH ST / BANCROFT WAY,T,AF3TCN
2015-00018833,04/01/2015 11:23:00 AM,1700 BLOCK UNIVERSITY AVE,T,WM2TCN
2015-00018838,04/01/2015 11:35:00 AM,ACTON ST / ASHBY AVE,T,WF4TCN
2015-00018839,04/01/2015 11:36:00 AM,SHATTUCK AVE / KITTREDGE ST,1194,BM3TCN
2015-00018843,04/01/2015 11:49:00 AM,ASHBY AVE / MABEL ST,T,OF4TCN
2015-00018844,04/01/2015 12:04:00 PM,MILVIA ST / HASTE ST,T,HM4TCN
2015-00018846,04/01/2015 12:06:00 PM,ASHBY AVE / SEVENTH ST,T,AF3TCN
2015-00018817,04/01/2015 09:27:00 AM,7/FOL,T,BM3TCN
2015-00018848,04/01/2015 12:15:00 PM,FULTON ST / HASTE ST,T,AF4TCN
2015-00018852,04/01/2015 12:24:00 PM,SHATTUCK AVE / ADDISON ST,T,BF3TCN
2015-00018853,04/01/2015 12:25:00 PM,POTTER ST / SEVENTH ST,T,HF3TCN
2015-00018855,04/01/2015 12:30:00 PM,2900 BLOCK FULTON ST,1194,M
2015-00018857,04/01/2015 12:40:00 PM,SEVENTH ST / ASHBY AVE,T,AF2TCN
2015-00018859,04/01/2015 12:45:00 PM,SHATTUCK AVE / HASTE ST,T,"0000001, WF1TWN"
2015-00018860,04/01/2015 12:48:00 PM,MURRAY ST/FOLGER AVE,T,WF2TCN
2015-00018861,04/01/2015 12:49:00 PM,800 BLOCK FOLGER AVE,T,WF4TCN
2015-00018864,04/01/2015 12:58:00 PM,800 BLOCK FOLGER AVE,T,HM4TCN
2015-00018867,04/01/2015 01:07:00 PM,MURRAY ST / SEVENTH ST,T,BM4TCN
2015-00018868,04/01/2015 01:09:00 PM,SAN PABLO AVE / UNIVERSITY AVE,T,BM3TCN
2015-00018870,04/01/2015 01:17:00 PM,UNIVERSITY AVE / SAN PABLO AVE,T,WF3TCN
2015-00018871,04/01/2015 01:18:00 PM,64TH ST / HOLLIS ST,T,WM4TCN
2015-00018872,04/01/2015 01:22:00 PM,37.8693028530001~-122.272234021,1194,WM3RCS
2015-00018876,04/01/2015 01:28:00 PM,SIXTY-SEVENTH ST / HOLLIS ST,T,WM4TCN
2015-00018877,04/01/2015 01:30:00 PM,SEVENTH ST / MURRAY ST,T,WM2TCN
2015-00018878,04/01/2015 01:33:00 PM,MURRAY ST / SEVENTH ST,T,WF3TCN
2015-00018879,04/01/2015 01:33:00 PM,SEVENTH ST / POTTER ST,T,WM3TCN
2015-00018882,04/01/2015 01:52:00 PM,SEVENTH ST / POTTER ST,T,WF4TCN
2015-00018885,04/01/2015 02:02:00 PM,FOLGER AVE / HOLLIS ST,T,WF3TCN
2015-00018887,04/01/2015 02:07:00 PM,SEVENTH ST / POTTER ST,T,OM3TCN
2015-00018888,04/01/2015 02:11:00 PM,2200 BLOCK SHATTUCK AVE,1194,WM3RWN
2015-00018889,04/01/2015 02:11:00 PM,HOLL/67TH,T,WF4TCN
2015-00018890,04/01/2015 02:19:00 PM,2100 BLOCK SHATTUCK AVE,1194,WM2RWN
2015-00018892,04/01/2015 02:27:00 PM,HOLLIS ST / OCEAN AVE,T,BF4TCN
2015-00018895,04/01/2015 02:41:00 PM,KITTREDGE ST / SHATTUCK AVE,1194,BM3RCS
2015-00018896,04/01/2015 02:43:00 PM,HOLLIS ST / 64TH ST,T,WM4TCN
2015-00018897,04/01/2015 02:45:00 PM,SHATTUCK AVE / DWIGHT WAY,T,OM4TCN
2015-00018904,04/01/2015 04:03:00 PM,DURANT AVE / BOWDITCH ST,T,WF4TCN
2015-00018910,04/01/2015 04:24:00 PM,PARKER ST / TELEGRAPH AVE,T,WM4TCN
2015-00028048,05/15/2015 01:52:00 AM,GILMAN ST/I80,T,M
2015-00018916,04/01/2015 04:45:00 PM,SHATTUCK AVE / ADDISON ST,T,HM4TCN
2015-00018924,04/01/2015 05:43:00 PM,HILLEGASS AVE / RUSSELL ST,T,AM3TCN
2015-00018928,04/01/2015 06:08:00 PM,CHANNING WAY / SEVENTH ST,T,"BM1IAS, P"
2015-00019399,04/03/2015 07:11:00 PM,KING ST / ASHBY AVE,1194,BM4TWS
2015-00018930,04/01/2015 06:13:00 PM,HOLLIS ST / SIXTY-SEVENTH ST,T,HM3TCN
2015-00018965,04/01/2015 09:43:00 PM,100 BLOCK SHATUCK SQ,1194,BM3RWS
2015-00018970,04/01/2015 09:59:00 PM,BOW/CHANN,T,BM2TWN
2015-00018976,04/01/2015 10:39:00 PM,VIRGINIA ST / FOURTH ST,1194B,WM4TWN
2015-00018978,04/01/2015 10:50:00 PM,SHATTUCK AVE / CEDAR ST,T,AM4TWN
2015-00018981,04/01/2015 11:07:00 PM,MARIN AVE/SANTA FE,T,WM2TWN
2015-00018986,04/01/2015 11:47:00 PM,2100 BLOCK M L KING JR WAY,1196,BM4IWN
2015-00018993,04/02/2015 12:18:00 AM,UNIVERSITY AVE / M L KING JR WAY,T,OM2TWN
2015-00018995,04/02/2015 12:26:00 AM,SIXTY-THIRD ST / LOWELL ST,T,BM4RWN
2015-00019006,04/02/2015 02:43:00 AM,CENTER ST / SHATTUCK AVE,T,BM2IWN
2015-00019008,04/02/2015 04:10:00 AM,HILLEGASS AVE / DWIGHT WAY,1194,M
2015-00019009,04/02/2015 04:16:00 AM,BAY ST / POTTER ST,T,OM4WWN
2015-00019010,04/02/2015 04:19:00 AM,BAY ST / POTTER ST,T,HM4RCS
2015-00019039,04/02/2015 10:15:00 AM,CURTIS ST / UNIVERSITY AVE,T,M
2015-00019041,04/02/2015 10:33:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,AF3TCN
2015-00019043,04/02/2015 10:54:00 AM,SAN PABLO AVE / UNIVERSITY AVE,T,BM4TCN
2015-00019050,04/02/2015 11:27:00 AM,UNIVERSITY AVE / SACRAMENTO ST,T,HF4TCN
2015-00019056,04/02/2015 11:46:00 AM,UNIVERSITY AVE / TENTH ST,T,M
2015-00019057,04/02/2015 11:50:00 AM,ADDISON ST / M L KING JR WAY,T,WF4TCN
2015-00019084,04/02/2015 01:56:00 PM,2500 BLOCK DWIGHT WAY,1194,WM4IWN
2015-00019093,04/02/2015 02:38:00 PM,ADDISON ST / CALIFORNIA ST,T,WM4TWN
2015-00019111,04/02/2015 04:28:00 PM,SACRAMENTO ST / SIXTY-SEVENTH ST,T,AF4TCN
2015-00019112,04/02/2015 04:31:00 PM,2900 BLOCK ASHBY AVE,1194,M
2015-00019125,04/02/2015 05:26:00 PM,ELLSWORTH ST / CHANNING WAY,T,WF4TCN
2015-00019127,04/02/2015 05:32:00 PM,37.865677884~-122.257266565,1194,M
2015-00019139,04/02/2015 06:12:00 PM,SECOND ST / JONES ST,T,M
2015-00019141,04/02/2015 06:17:00 PM,SHATTUCK/DURANT,T,BM2TWN
2015-00019146,04/02/2015 06:35:00 PM,ASHBY/DEACON,T,WM3TCN
2015-00019147,04/02/2015 06:40:00 PM,2700 BLOCK COLLEGE AVE,1194,"BM4ICN, M"
2015-00019151,04/02/2015 06:52:00 PM,SUTTER ST / AMADOR AVE,T,WM4TWN
2015-00019161,04/02/2015 07:25:00 PM,63RD/MARSHALL,1194B,M
2015-00019163,04/02/2015 07:36:00 PM,SACRAMENTO ST / ALCATRAZ AVE,T,M
2015-00019169,04/02/2015 08:19:00 PM,MARKET ST / 57TH ST,T,M
2015-00019170,04/02/2015 08:25:00 PM,FUL/KITT,T,WF3TCN
2015-00019171,04/02/2015 08:31:00 PM,HASKEL/SAN PABLO,1194B,M
2015-00019172,04/02/2015 08:37:00 PM,ASHBY/FULTON,T,WF4TCN
2015-00019173,04/02/2015 08:37:00 PM,TELEGRAPH AVE / ASHBY AVE,T,WF3TCN
2015-00019174,04/02/2015 08:38:00 PM,ROSE ST / SHATTUCK PL,1194,"OM4IWN, WM4IWN"
2015-00019175,04/02/2015 08:41:00 PM,HASKELL ST / SAN PABLO AVE,1194,AR
2015-00019190,04/02/2015 09:49:00 PM,CHANN/PIED,T,AF2TCN
2015-00019191,04/02/2015 10:00:00 PM,ADELINE/ALCA,T,M
2015-00019195,04/02/2015 10:21:00 PM,SP/VIR,T,WM4TWN
2015-00019196,04/02/2015 10:25:00 PM,DURANT/BOWDITCH,T,BM4TWN
2015-00019197,04/02/2015 10:27:00 PM,WARD ST / MCGEE AVE,T,HM2TWN
2015-00019198,04/02/2015 10:29:00 PM,BALKE/DANA,1194B,BM2TWN
2015-00019200,04/02/2015 10:32:00 PM,ADDISON/SAN PABLO,1194B,BM4TCN
2015-00019209,04/02/2015 11:13:00 PM,BANC/DAN,T,M
2015-00019210,04/02/2015 11:15:00 PM,OXF/CEN,T,AM3TWN
2015-00019212,04/02/2015 11:18:00 PM,PRINCE/CAL,T,OM2TWN
2015-00019216,04/02/2015 11:32:00 PM,TELEGRAPH/PARKER,1194,WM3IWN
2015-00019218,04/02/2015 11:50:00 PM,WIMBLY/TUNNEL,T,BM2TWN
2015-00019220,04/03/2015 12:07:00 AM,VIRGINA/4TH ST,1194B,WM2TCN
2015-00019221,04/03/2015 12:11:00 AM,UPLAND/TUNN,T,BM3TWN
2015-00019223,04/03/2015 12:17:00 AM,SACRAMENTO ST / CHANNING WAY,T,"BM4TWN, BM4TWS"
2015-00019225,04/03/2015 12:56:00 AM,SEVENTH ST / ASHBY AVE,T,M
2015-00019257,04/03/2015 09:04:00 AM,UNIVERSITY AVE / MILVIA ST,T,AF2TCN
2015-00019260,04/03/2015 09:34:00 AM,SIXTH ST / GILMAN ST,T,HF2TCN
2015-00019266,04/03/2015 10:08:00 AM,UNIVERSITY AVE / CALIFORNIA ST,T,WF4TCN
2015-00019272,04/03/2015 10:53:00 AM,ASHBY/MLK,T,AM2TCN
2015-00019275,04/03/2015 11:08:00 AM,ADELINE ST / HARMON ST,T,WF3TCN
2015-00019278,04/03/2015 11:14:00 AM,ALCATRAZ AVE / ADELINE ST,T,M
2015-00019280,04/03/2015 11:15:00 AM,UNIVERSITY AVE / SAN PABLO AVE,T,WM4TCN
2015-00019282,04/03/2015 11:30:00 AM,UNIVERSITY AVE / W FRONTAGE RD,T,WM4TCN
2015-00019283,04/03/2015 11:31:00 AM,M L KING JR WAY / ASHBY AVE,T,OM3TCN
2015-00019287,04/03/2015 11:52:00 AM,UNIVERSITY AVE / SAN PABLO AVE,T,OM2TCN
2015-00019289,04/03/2015 11:55:00 AM,HARMON ST / ADELINE ST,1194,WM4TCN
2015-00019296,04/03/2015 12:10:00 PM,ADELINE ST / ALCATRAZ AVE,T,OM3TCN
2015-00019297,04/03/2015 12:13:00 PM,UNIVERSITY AVE/6TH ST,T,WM4TCN
2015-00019300,04/03/2015 12:20:00 PM,M L KING JR WAY / PRINCE ST,T,WM4TCN
2015-00019301,04/03/2015 12:29:00 PM,EB 80 WO ASHBY,T,OM3TCN
2015-00019311,04/03/2015 12:58:00 PM,M L KING JR WAY / ASHBY AVE,T,WM3TCN
2015-00019315,04/03/2015 01:13:00 PM,WOOLSEY ST / HARPER ST,T,BF3TCN
2015-00019316,04/03/2015 01:28:00 PM,TELEGRAPH AVE / STUART ST,T,HF2TCN
2015-00019320,04/03/2015 01:34:00 PM,ADELN/HARM,T,BF4TCN
2015-00019323,04/03/2015 01:44:00 PM,TELEGRAPH AVE / OREGON ST,T,BM3TCN
2015-00019325,04/03/2015 01:57:00 PM,BANCROFT WAY / TELEGRAPH AVE,T,WM3TCN
2015-00019328,04/03/2015 02:02:00 PM,SACRAMENTO ST / HEARST AVE,T,WF4TCN
2015-00019344,04/03/2015 03:35:00 PM,61ST WO MLK,T,M
2015-00019346,04/03/2015 03:51:00 PM,M L KING JR WAY / ASHBY AVE,T,M
2015-00019355,04/03/2015 04:28:00 PM,SIXTY-FIFTH ST / HERZOG ST,T,M
2015-00019360,04/03/2015 04:49:00 PM,M L KING JR WAY / SIXTY-SECOND ST,T,BM3TWN
2015-00019364,04/03/2015 05:03:00 PM,59TH ST / M L KING JR WAY,1196,M
2015-00019370,04/03/2015 05:40:00 PM,KITTREDGE ST / HAROLD WAY,1194,AR
2015-00019371,04/03/2015 05:44:00 PM,EIGHTH ST / HEARST AVE,T,WF4TCN
2015-00019374,04/03/2015 05:56:00 PM,SACRAMENTO ST / UNIVERSITY AVE,T,AM1TCN
2015-00019378,04/03/2015 06:22:00 PM,SIXTY-FIFTH ST / SHATTUCK AVE,T,HM2TWN
2015-00019384,04/03/2015 06:28:00 PM,SACRAMENTO ST / DELAWARE ST,T,BF3TWN
2015-00019386,04/03/2015 06:32:00 PM,1600 BLOCK WOOLSEY ST,T,BM2TWN
2015-00019387,04/03/2015 06:33:00 PM,UNIVERSITY AVE / MILVIA ST,T,WM3TCN
2015-00019389,04/03/2015 06:42:00 PM,ASHBY AVE / SHATTUCK AVE,T,OM4TWN
2015-00019392,04/03/2015 06:44:00 PM,MABEL ST / CARRISON ST,T,"BF2TWS, BM2TWS"
2015-00019393,04/03/2015 06:45:00 PM,ALLSTON WAY / SHATTUCK AVE,T,HM3TCN
2015-00019397,04/03/2015 06:56:00 PM,ALLSTON WAY / MILVIA ST,T,BM2TCN
2015-00071034,12/05/2015 07:48:00 PM,1400 BLOCK UNIVERSITY AVE,T,WM4TCN
2015-00019401,04/03/2015 07:16:00 PM,UNIVERSITY AVE / SEAWALL DR,T,BM3TWN
2015-00019402,04/03/2015 07:21:00 PM,1600 BLOCK RUSSELL ST,T,"BM4TCS, P"
2015-00019403,04/03/2015 07:25:00 PM,SEAWALL DR / UNIVERSITY AVE,T,"OM2TWS, WM2TWS, AM2TWS"
2015-00019406,04/03/2015 07:32:00 PM,UNIVERSITY AVE / GRANT ST,T,OM4TWN
2015-00019409,04/03/2015 07:37:00 PM,HEARST AVE / SACRAMENTO ST,T,AM2TCN
2015-00019410,04/03/2015 07:38:00 PM,1600 BLOCK RUSSELL ST,1196,M
2015-00019411,04/03/2015 07:39:00 PM,SEAWALL DR / UNIVERSITY AVE,T,"AR, BF2TWS, BM2TWS"
2015-00019415,04/03/2015 07:52:00 PM,SACRAMENTO ST / UNIVERSITY AVE,T,"BM4TAS, P"
2015-00019416,04/03/2015 08:04:00 PM,OXFORD ST / CENTER ST,T,BM3TWS
2015-00019417,04/03/2015 08:07:00 PM,SIXTY-THIRD ST / MARKET ST,T,HF2TWN
2015-00019418,04/03/2015 08:14:00 PM,ASHBY AVE / SACRAMENTO ST,T,BF2TWN
2015-00019420,04/03/2015 08:25:00 PM,FOURTH ST / CEDAR ST,T,HF2TWN
2015-00019422,04/03/2015 08:38:00 PM,ASHBY AVE / MABEL ST,T,AF2TCN
2015-00019424,04/03/2015 08:43:00 PM,ASHBY AVE / TELEGRAPH AVE,T,WM3TWN
2015-00019429,04/03/2015 08:59:00 PM,SACRAMENTO ST / TYLER ST,T,OF4TWN
2015-00019431,04/03/2015 09:01:00 PM,SIXTH ST / ALLSTON WAY,T,BM4TCN
2015-00019432,04/03/2015 09:06:00 PM,JULIA ST / KING ST,T,BM2TWN
2015-00019433,04/03/2015 09:12:00 PM,MCKINLEY AVE / ALLSTON WAY,T,OM1TWN
2015-00019438,04/03/2015 09:37:00 PM,SIXTY-SECOND ST / MARKET ST,1196,OM2TWN
2015-00019439,04/03/2015 09:40:00 PM,DWIGHT WAY / EIGHTH ST,T,BM2TWN
2015-00019442,04/03/2015 09:50:00 PM,ASHBY AVE / SEVENTH ST,T,OM3TWN
2015-00019446,04/03/2015 10:01:00 PM,DWIGHT WAY / COLLEGE AVE,T,BM3TCN
2015-00019450,04/03/2015 10:21:00 PM,SACRAMENTO ST / DWIGHT WAY,T,AM2TWN
2015-00019451,04/03/2015 10:29:00 PM,UNIVERSITY AVE / SIXTH ST,T,WM4TWN
2015-00019452,04/03/2015 10:35:00 PM,DWIGHT WAY / SHATTUCK AVE,T,WM2TWN
2015-00019453,04/03/2015 10:55:00 PM,STANFORD AVE / MARKET ST,T,WF2TWS
2015-00019456,04/03/2015 11:10:00 PM,37.8604074730001~-122.299189454,1194,M
2015-00019460,04/03/2015 11:47:00 PM,SIXTH ST / CHANNING WAY,T,OF3TWN
2015-00019464,04/04/2015 12:04:00 AM,SHATTUCK AVE / CEDAR ST,T,AF4TWN
2015-00019465,04/04/2015 12:05:00 AM,ADELINE ST / ESSEX ST,T,WM2TWN
2015-00019469,04/04/2015 12:22:00 AM,59TH ST / MARKET ST,T,HM3TWN
2015-00019470,04/04/2015 12:22:00 AM,M L KING JR WAY / BANCROFT WAY,T,BM4TWN
2015-00019473,04/04/2015 12:36:00 AM,SAC/ALCA,1194B,BM2TWN
2015-00019476,04/04/2015 12:42:00 AM,SIXTY-THIRD ST / BAKER ST,1194B,"AR, OM3TWS"
2015-00019477,04/04/2015 12:54:00 AM,SIXTY-SECOND ST / MARKET ST,1196,BM2TWN
2015-00019478,04/04/2015 12:57:00 AM,UNIVERSITY AVE / SAN PABLO AVE,T,BF2TWN
2015-00019479,04/04/2015 12:59:00 AM,ALCATRAZ AVE / HERZOG ST,T,BM3TWN
2015-00019481,04/04/2015 01:13:00 AM,1900 BLOCK SAN PABLO AVE,1194,BM3RCN
2015-00019484,04/04/2015 01:17:00 AM,SAN PABLO AVE / BANCROFT WAY,T,BM4TCN
2015-00019488,04/04/2015 01:43:00 AM,SACRAMENTO ST / ROSE ST,T,"WF4TAS, P"
2015-00019489,04/04/2015 01:48:00 AM,ACTON ST / DWIGHT WAY,T,M
2015-00019492,04/04/2015 02:08:00 AM,UNIVERSITY AVE / NINTH ST,1196,P
2015-00019493,04/04/2015 02:16:00 AM,SACRAMENTO ST / WARD ST,T,AR
2015-00019495,04/04/2015 02:46:00 AM,UNIVERSITY AVE / CALIFORNIA ST,T,WF2TWN
2015-00019498,04/04/2015 03:09:00 AM,37.8680172840001~-122.303776422,T,OM3TWN
2015-00019499,04/04/2015 03:10:00 AM,PROSPECT ST / DWIGHT WAY,T,OM3TCN
2015-00019500,04/04/2015 03:23:00 AM,UNIVERSITY AVE / CURTIS ST,T,OM3TWN
2015-00019502,04/04/2015 03:38:00 AM,UNIVERSITY AVE / EIGHTH ST,1196,"BM4TWN, M"
2015-00019503,04/04/2015 03:39:00 AM,2900 BLOCK DOMINGO AVE,1194,BM3IWN
2015-00019504,04/04/2015 04:11:00 AM,ASHBY AVE / COLLEGE AVE,T,BM3TWS
2015-00019506,04/04/2015 04:44:00 AM,HARMON ST / SACRAMENTO ST,T,BM3TCN
2015-00019507,04/04/2015 04:49:00 AM,ADELINE ST / ASHBY AVE,T,WM4TCN
2015-00019508,04/04/2015 05:03:00 AM,ASHBY AVE / WHEELER ST,T,"WF2TAS, P"
2015-00019527,04/04/2015 08:52:00 AM,SHATTUCK AVE / HASTE ST,T,BF3TWN
2015-00019564,04/04/2015 01:06:00 PM,2100 BLOCK SIXTH ST,1194,WM4KOS
2015-00019573,04/04/2015 02:15:00 PM,2200 BLOCK SHATTUCK AVE,1194,WM2RWN
2015-00019583,04/04/2015 03:04:00 PM,2300 BLOCK SHATTUCK,1194,OM4RCN
2015-00019589,04/04/2015 03:22:00 PM,2400 BLOCK SHATTUCK,1194,WM2RWN
2015-00019596,04/04/2015 04:05:00 PM,DWIGHT WAY / REGENT ST,1194,WM3RWS
2015-00019597,04/04/2015 04:06:00 PM,2100 BLOCK SHATTUCK AVE,1194,BM4RWN
2015-00019599,04/04/2015 04:18:00 PM,DWIGHT WAY / TELEGRAPH AVE,1194,WM3RWN
2015-00019604,04/04/2015 05:08:00 PM,SAN PABLO AVE / GILMAN ST,1194,HM3RWN
2015-00019618,04/04/2015 06:41:00 PM,M L KING JR WAY / BANCROFT WAY,T,BM3TWN
2015-00019619,04/04/2015 06:48:00 PM,DERBY ST / SHATTUCK AVE,T,HM2TWS
2015-00019620,04/04/2015 06:53:00 PM,SAN PABLO AVE / CAMELIA ST,T,WM3TWS
2015-00019628,04/04/2015 07:25:00 PM,BROWNING ST / DWIGHT WAY,T,BM4TWN
2015-00019634,04/04/2015 07:45:00 PM,KING ST / HARMON ST,1194,M
2015-00019638,04/04/2015 08:01:00 PM,CALIFORNIA ST / HARMON ST,1194B,BM4TWN
2015-00019640,04/04/2015 08:03:00 PM,STANFORD AVE / ADELINE ST,T,BF4TWN
2015-00019642,04/04/2015 08:06:00 PM,SACRAMENTO ST / OREGON ST,T,BF4TWN
2015-00019643,04/04/2015 08:21:00 PM,ADELINE ST / M L KING JR WAY,T,BF2TWN
2015-00019645,04/04/2015 08:25:00 PM,UNIVERSITY AVE / NINTH ST,T,BM2TWN
2015-00019646,04/04/2015 08:27:00 PM,SACRAMENTO ST / ASHBY AVE,T,BF2TWN
2015-00019647,04/04/2015 08:31:00 PM,SHATTUCK AVE / PRINCE ST,T,BM3TWN
2015-00019648,04/04/2015 08:35:00 PM,ALCATRAZ AVE / HILLEGASS AVE,T,WM3TWN
2015-00019649,04/04/2015 08:40:00 PM,TENTH ST / BANCROFT WAY,T,OM2TWS
2015-00019650,04/04/2015 08:47:00 PM,61ST ST / M L KING JR WAY,T,WF3TWN
2015-00019652,04/04/2015 08:51:00 PM,DWIGHT WAY / SACRAMENTO ST,T,WM3TWN
2015-00019655,04/04/2015 09:01:00 PM,SAN PABLO AVE / CHAUCER ST,T,AM2TWN
2015-00019656,04/04/2015 09:07:00 PM,OREG/FULT,T,BM2TWN
2015-00019658,04/04/2015 09:09:00 PM,SIXTY-SEVENTH ST / HOLLIS ST,T,BF2TWN
2015-00019660,04/04/2015 09:29:00 PM,ALCATRAZ AVE / ELLIS ST,T,WF3TWN
2015-00019663,04/04/2015 09:41:00 PM,1100 BLOCK MILLER AVE,T,P
2015-00019665,04/04/2015 09:55:00 PM,MCGEE AVE / ADDISON ST,1194,MH
2015-00019666,04/04/2015 09:57:00 PM,SIXTH ST / CEDAR ST,1194B,BM4TWS
2015-00019667,04/04/2015 10:04:00 PM,SAN PABLO AVE / ADDISON ST,T,M
2015-00019674,04/04/2015 10:29:00 PM,DWIGHT WAY / FULTON ST,T,AF2TCN
2015-00019679,04/04/2015 11:02:00 PM,DANA ST / DURANT AVE,T,WM4TWN
2015-00019682,04/04/2015 11:11:00 PM,SAN PABLO AVE / OREGON ST,T,WM2TWN
2015-00019683,04/04/2015 11:16:00 PM,BERKELEY WAY / CHESTNUT ST,1194,BM3IWN
2015-00019684,04/04/2015 11:26:00 PM,UNIVERSITY AVE / SIXTH ST,T,OF2TWN
2015-00019685,04/04/2015 11:27:00 PM,STANFORD AVE / MARKET ST,T,WM2TWN
2015-00019686,04/04/2015 11:31:00 PM,1500 BLOCK ALCATRAZ AVE,T,BF4TWN
2015-00019687,04/04/2015 11:33:00 PM,FOURTH ST / UNIVERSITY AVE,T,HM2TWN
2015-00019688,04/04/2015 11:34:00 PM,1500 BLOCK PRINCE ST,T,WF4TWN
2015-00019689,04/04/2015 11:38:00 PM,UNIVERSITY AVE / SAN PABLO AVE,T,AR
2015-00019691,04/04/2015 11:51:00 PM,55TH ST / MARKET ST,T,AR
2015-00019694,04/05/2015 12:12:00 AM,UNIVERSITY AVE / SIXTH ST,T,BM2TWN
2015-00019707,04/05/2015 01:49:00 AM,65TH ST/STANFORD ST,T,BM2TWN
2015-00019710,04/05/2015 02:05:00 AM,UNIVERSITY AVE / BONAR ST,T,HM2TCN
2015-00019712,04/05/2015 02:17:00 AM,UNIVERSITY AVE / FIFTH ST,T,BM4TWN
2015-00019714,04/05/2015 02:37:00 AM,NEILSON ST / GILMAN ST,T,WM2TWN
2015-00019725,04/05/2015 06:46:00 AM,2300 BLOCK CHANNING WAY,1194,M
2015-00019735,04/05/2015 08:41:00 AM,M L KING JR WAY / ASHBY AVE,T,WF4TWN
2015-00019738,04/05/2015 09:46:00 AM,1200 BLOCK UNIVERSITY AVE,T,WM3TCN
2015-00019743,04/05/2015 10:31:00 AM,SAN PABLO AVE / GRAYSON ST,1196,IN
2015-00019749,04/05/2015 11:19:00 AM,59TH/HOLLIS,T,BF2TWN
2015-00019769,04/05/2015 02:08:00 PM,M L KING JR WAY / BLAKE ST,T,WM3TWN
2015-00019806,04/05/2015 08:26:00 PM,SAN PABLO AVE / DERBY ST,T,BM2TWN
2015-00019807,04/05/2015 08:27:00 PM,UNIVERSITY AVE / MARINA BLVD,T,BM3TWN
2015-00019808,04/05/2015 08:33:00 PM,SAN PABLO AVE / VIRGINIA ST,T,WM3TWN
2015-00019809,04/05/2015 08:40:00 PM,ALLSTON WAY / SAN PABLO AVE,T,BM4TWN
2015-00019810,04/05/2015 08:47:00 PM,UNIVERSITY AVE / TENTH ST,T,BM4TWN
2015-00019811,04/05/2015 08:52:00 PM,UNIVERSITY AVE / SEVENTH ST,T,OM1TWN
2015-00019812,04/05/2015 09:01:00 PM,SAN PABLO AVE / CARLETON ST,T,OF3TWN
2015-00019813,04/05/2015 09:08:00 PM,OREGON ST / PARK ST,T,HM2TWN
2015-00019815,04/05/2015 09:10:00 PM,SIXTY-THIRD ST / MARKET ST,T,WM2TWN
2015-00019816,04/05/2015 09:13:00 PM,SAN PABLO AVE / ASHBY AVE,T,BF2TCN
2015-00019819,04/05/2015 09:22:00 PM,SP/59,T,OF4TWN
